id,"size_X","size_Y","size_Z","radius"
"plant_flower_Dahlia_13","108.568283","117.484406","183.914734","102.71534"
"plant_flower_Delphinium_01","43.648994","41.644089","173.787918","88.094162"
"plant_flower_Delphinium_02","40.510223","42.469597","169.849548","84.974098"
"plant_flower_Delphinium_03","47.636543","45.310341","169.580627","84.975456"
"plant_flower_Delphinium_04","45.045952","45.037689","169.587097","85.010216"
"plant_flower_DianthusBarbatus_01","26.303982","27.582859","56.278442","30.265007"
"plant_flower_DianthusBarbatus_02","26.654819","25.501808","56.013515","29.27319"
"plant_flower_DianthusBarbatus_03","24.369102","23.66906","56.3325","29.103117"
"plant_flower_DianthusBarbatus_04","26.303982","27.582859","56.278442","30.265007"
"plant_flower_DianthusBarbatus_05","26.654819","25.501808","56.013515","29.27319"
"plant_flower_Doronicum_01","31.941021","16.60585","74.85363","38.557949"
"plant_flower_Doronicum_02","24.870359","21.868473","78.051414","39.839386"
"plant_flower_Doronicum_03","23.577564","33.577637","74.539131","38.421551"
"plant_flower_Doronicum_04","22.400476","27.830889","78.056641","40.035763"
"plant_flower_EchinaceaPurpurea_01","26.894001","31.284414","97.550369","49.553337"
"plant_flower_EchinaceaPurpurea_02","30.004448","30.185978","100.534492","50.506199"
"plant_flower_EchinaceaPurpurea_03","28.009323","30.735106","97.358597","49.133644"
"plant_flower_EchinaceaPurpurea_04","24.658035","24.939228","93.045044","47.550228"
"plant_flower_EchinaceaPurpurea_05","28.194681","33.160355","100.313492","50.449043"
"plant_flower_EchinaceaPurpurea_06","28.59005","32.485119","97.68885","49.294521"
"plant_flower_EchinaceaPurpurea_07","30.77306","25.993889","91.720856","46.699097"
"plant_flower_EchinaceaPurpurea_08","29.011051","27.794817","94.819221","48.2897"
"plant_flower_EchinaceaPurpurea_09","34.323189","35.158165","100.569046","51.557255"
"plant_flower_EchinaceaPurpurea_10","31.535534","24.508318","92.000641","46.149532"
"plant_flower_EpilobiumAngustifolium_01","31.224821","32.528622","148.64888","74.465744"
"plant_flower_EpilobiumAngustifolium_02","30.977692","33.175095","153.605194","77.22213"
"plant_flower_EquisetumArvense_01","20.493912","20.503565","38.821247","20.556187"
"plant_flower_EquisetumArvense_02","19.12631","18.245148","37.968185","19.55225"
"plant_flower_EquisetumArvense_03","14.030338","14.207129","37.757469","20.078726"
"plant_flower_ErodiumCicutarium_01","30.912764","26.38377","29.183533","21.994116"
"plant_flower_ErodiumCicutarium_02","24.740917","27.751074","25.857735","20.074909"
"plant_flower_Erysimum_01","20.724384","16.514467","56.174942","28.305994"
"plant_flower_Erysimum_02","17.219585","18.328026","56.291687","28.232403"
"plant_flower_Eschscholzia_01","16.870985","16.973291","24.21298","12.66191"
"plant_flower_Eschscholzia_02","17.362867","15.896296","23.894234","12.316496"
"plant_flower_Eschscholzia_03","15.41958","17.912451","24.993645","12.591852"
"plant_flower_Eschscholzia_04","15.941614","18.275225","27.087053","14.046214"
"plant_flower_Eschscholzia_05","15.907699","17.286598","27.078619","14.295981"
"plant_flower_Eschscholzia_06","19.367748","18.408419","27.271992","13.87793"
"plant_flower_Filipendula_01","123.781311","134.61647","171.297119","108.089172"
"plant_flower_Filipendula_02","134.067902","116.493958","176.226364","96.834816"
"plant_flower_Filipendula_02","134.067902","116.493958","176.226364","96.834816"
"plant_flower_FilipendulaAureovariegata_01","105.859634","123.306961","180.785416","107.47625"
"plant_flower_FilipendulaAureovariegata_02","115.643311","136.556595","169.352448","96.785568"
"plant_flower_FilipendulaAureovariegata_03","147.160568","110.745422","154.406448","88.631714"
"plant_flower_FragariaVesca_01","45.630737","46.877518","16.389212","31.295698"
"plant_flower_FragariaVesca_02","40.457245","47.712772","17.449604","27.282227"
"plant_flower_FragariaVesca_03","40.874939","42.754074","19.132601","26.916489"
"plant_flower_FragariaVesca_04","47.168564","48.015144","18.030426","26.155552"
"plant_flower_FragariaVesca_05","45.262897","44.582172","17.930073","28.162683"
"plant_flower_FragariaVesca_06","47.41098","44.753777","14.955514","24.438063"
"plant_flower_FragariaVesca_07","47.41098","44.753777","14.955514","24.438063"
"plant_flower_Gagea_01","12.029349","12.609691","10.753376","7.676627"
"plant_flower_Gagea_02","15.157789","13.955228","12.618967","9.405162"
"plant_flower_Gagea_03","10.994905","10.772824","11.322985","8.055129"
"plant_flower_Gazania_01","53.311821","55.375465","31.770794","31.208103"
"plant_flower_Gazania_02","45.600803","42.969589","30.354994","27.864922"
"plant_flower_Gazania_03","50.362103","54.850082","31.546551","32.709145"
"plant_flower_Gazania_04","47.514778","46.184261","34.604046","28.147644"
"plant_flower_Gazania_05","53.350418","49.433128","32.121799","29.192987"
"plant_flower_Gazania_06","55.464561","49.84235","33.795025","29.548756"
"plant_flower_GeraniumPratense_01","57.246025","59.854824","57.246025","34.582077"
"plant_flower_GeraniumPratense_02","31.766171","36.107136","59.266006","33.86422"
"plant_flower_GeraniumPratense_03","20.773796","20.773796","59.293587","30.352869"
"plant_flower_GeumUrbanum_01","32.302536","23.250046","41.083416","21.933369"
"plant_flower_GeumUrbanum_02","28.455524","28.21781","39.04752","21.241138"
"plant_flower_GeumUrbanum_03","31.301941","30.490366","40.722271","23.587641"
"plant_flower_GlechomaHederacea_01","11.740357","11.48199","16.982063","10.960291"
"plant_flower_GlechomaHederacea_02","6.407518","5.852236","15.96299","8.279179"
"plant_flower_GlechomaHederacea_03","4.870472","6.315518","19.695572","10.067283"
"plant_flower_GlechomaHederacea_04","6.869154","7.376627","18.865547","9.705713"
"plant_flower_GlechomaHederacea_05","4.618568","6.431838","18.76152","9.631515"
"plant_flower_Godetia_01","26.798023","28.696621","43.769585","25.075331"
"plant_flower_Godetia_02","26.670681","24.714237","43.199261","25.135189"
"plant_flower_Godetia_03","19.639591","20.591003","39.317684","20.914478"
"plant_flower_Godetia_04","19.741249","21.201897","39.702003","21.292831"
"plant_flower_Godetia_05","19.919369","23.032406","43.126892","22.142914"
"plant_flower_Godetia_06","20.449598","25.789841","44.885345","23.522406"
"plant_flower_Helianthus_10","197.065247","160.480591","309.355774","154.957275"
"plant_flower_Helianthus_01","175.580734","193.619553","314.614014","174.253708"
"plant_flower_Helianthus_02","191.947281","187.994446","311.98288","158.090866"
"plant_flower_Helianthus_03","190.081573","194.702454","308.617798","165.628906"
"plant_flower_Helianthus_04","186.21228","208.365097","310.374481","155.778351"
"plant_flower_Helianthus_05","194.883972","214.374054","311.982483","167.002808"
"plant_flower_Helianthus_06","198.913635","200.521454","309.14621","181.864868"
"plant_flower_Helianthus_07","207.126709","195.395081","308.704132","155.787537"
"plant_flower_Helianthus_08","206.711273","195.596634","308.735321","186.396561"
"plant_flower_Helianthus_09","203.691315","211.588501","308.703735","162.723648"
"plant_flower_HelichrysumBracteatum_01","36.957092","34.632702","80.809677","40.558815"
"plant_flower_HelichrysumBracteatum_02","33.261108","35.523361","80.631523","40.600994"
"plant_flower_HelichrysumBracteatum_03","36.565338","33.231064","88.198715","44.393997"
"plant_flower_HelichrysumBracteatum_04","35.193878","37.019379","88.197739","45.092999"
"plant_flower_HelichrysumBracteatum_05","34.393795","35.886219","84.75174","42.707096"
"plant_flower_HelichrysumBracteatum_06","34.97377","31.039206","80.78096","41.629463"
"plant_flower_HelichrysumBracteatum_07","35.942841","32.065697","81.263733","40.871181"
"plant_flower_Heliopsis_01","32.982391","31.524172","100.722336","51.023216"
"plant_flower_Heliopsis_02","17.451845","21.195763","93.71077","47.671169"
"plant_flower_Heliopsis_03","33.975021","24.191742","95.429062","48.071304"
"plant_flower_Heliopsis_04","33.975021","24.191742","95.429062","48.071304"
"plant_flower_Heliopsis_05","24.426176","27.464336","94.641266","47.458733"
"plant_flower_Heliopsis_06","17.669813","23.024681","98.841728","49.78511"
"plant_flower_HemerocallisLilioasphodelus_01","114.029694","123.359772","83.556656","67.182632"
"plant_flower_HemerocallisLilioasphodelus_02","112.229858","123.650497","86.654198","75.737274"
"plant_flower_HemerocallisLilioasphodelus_03","112.016144","114.65152","74.268318","62.293907"
"plant_flower_HemerocallisLilioasphodelus_04","124.504005","122.747513","77.410408","72.078209"
"plant_flower_HemerocallisLilioasphodelus_05","129.195053","127.976624","86.116455","73.7593"
"plant_flower_HemerocallisLilioasphodelus_06","117.427124","116.120667","74.741646","73.874245"
"plant_flower_HemerocallisLilioasphodelus_07","115.011429","119.230453","72.318901","65.152481"
"plant_flower_HemerocallisLilioasphodelus_08","115.150497","113.379128","91.1399","73.012047"
"plant_flower_Heracleum_01","117.43383","104.169571","157.95784","94.525955"
"plant_flower_Heracleum_02","107.167191","97.882179","158.266525","91.803726"
"plant_flower_Hosta_11","138.427963","142.046997","100.636131","84.62886"
"plant_flower_Hosta_12","158.016632","155.894745","74.412025","89.864418"
"plant_flower_Hosta_13","163.237427","158.867889","99.253319","93.166191"
"plant_flower_Hosta_01","143.828156","142.687622","64.943047","78.898743"
"plant_flower_Hosta_02","147.372955","141.609009","77.607071","85.639168"
"plant_flower_Hosta_03","149.779556","160.065552","79.02491","88.490112"
"plant_flower_Hosta_04","165.479248","166.82959","103.470718","89.903969"
"plant_flower_Hosta_05","134.347748","148.173706","61.114826","80.48745"
"plant_flower_Hosta_06","136.525757","135.487839","96.92469","81.207733"
"plant_flower_Hosta_07","175.213226","151.778595","105.673386","95.251945"
"plant_flower_Hosta_08","175.991058","171.483215","118.68248","98.509308"
"plant_flower_Hosta_09","138.928375","140.983093","72.635643","73.485558"
"plant_flower_HypericumPerforatum_01","28.889389","28.254463","59.885323","35.881641"
"plant_flower_HypericumPerforatum_02","34.478443","33.81163","58.0522","32.398277"
"plant_flower_Iris_01","49.744637","50.912903","65.451683","33.516392"
"plant_flower_Iris_02","63.493885","51.158005","65.198479","33.167637"
"plant_flower_Iris_03","59.584755","49.878139","65.019653","34.799324"
"plant_flower_Iris_04","44.564064","54.277142","64.920975","32.576122"
"plant_flower_Iris_05","51.885811","49.040863","49.027977","31.618135"
"plant_flower_Iris_06","52.714321","48.116661","47.288044","34.215324"
"plant_flower_Knautia_01","38.759071","36.256805","76.025436","38.686111"
"plant_flower_Knautia_02","34.01347","24.680948","76.025436","38.219383"
"plant_flower_LamiumAmplexicaule_01","5.882524","7.829144","39.130135","19.627764"
"plant_flower_LamiumAmplexicaule_02","8.502332","15.603222","36.088814","19.34012"
"plant_flower_LathyrusVernus_01","12.34051","12.834017","39.006676","20.112593"
"plant_flower_LathyrusVernus_02","15.105361","16.952717","36.182003","19.062733"
"plant_flower_LathyrusVernus_03","20.254984","20.719006","39.323128","19.952623"
"plant_flower_LathyrusVernus_04","18.133368","16.604164","37.707535","19.27949"
"plant_flower_LathyrusVernus_05","15.49619","14.496826","38.327599","19.655542"
"plant_flower_Lavandula_01","20.109703","20.14481","49.443802","25.577463"
"plant_flower_Lavandula_02","18.578571","18.417593","48.525597","24.620483"
"plant_flower_Lavandula_03","21.043306","18.645061","56.867867","28.765287"
"plant_flower_Lavandula_04","33.680893","33.850266","59.997681","30.548307"
"plant_flower_Lavatera_01","114.427994","100.527817","165.899673","91.006424"
"plant_flower_Lavatera_02","119.72998","95.842545","157.278214","83.941559"
"plant_flower_Leonurus_01","102.17569","96.080902","122.694054","63.549789"
"plant_flower_Leonurus_02","101.85759","91.966835","129.981018","78.806412"
"plant_flower_Leonurus_03","82.882736","93.772034","126.360039","79.527466"
"plant_flower_Leucanthemum_01","27.350784","29.541376","63.70858","32.032578"
"plant_flower_Leucanthemum_02","31.314388","30.019476","67.129684","34.161549"
"plant_flower_Leucanthemum_03","35.595787","22.224358","71.858154","36.388283"
"plant_flower_Leucanthemum_04","29.746044","20.99544","72.321678","36.828472"
"plant_flower_Leucanthemum_05","21.129959","18.087715","54.646065","27.338032"
"plant_flower_Leucanthemum_06","22.583149","28.357861","57.721798","29.002926"
"plant_flower_Lilium_01","17.564257","18.273926","72.913788","36.618553"
"plant_flower_Lilium_02","20.905293","16.685997","74.730164","37.822144"
"plant_flower_Lilium_03","17.435738","17.245659","69.887947","35.059612"
"plant_flower_Lilium_04","18.19208","17.716339","72.913788","36.618824"
"plant_flower_Lilium_05","17.594311","20.268425","74.730164","37.768864"
"plant_flower_Lilium_06","16.935755","16.938017","69.887939","35.072716"
"plant_flower_Lilium_07","18.192041","17.53924","72.91378","36.60738"
"plant_flower_Lilium_08","16.728254","21.125544","74.730156","37.845814"
"plant_flower_Lilium_09","17.377735","17.600636","69.887932","35.043987"
"plant_flower_LinariaVulgaris_01","9.366211","9.366211","48.832085","24.671019"
"plant_flower_LinariaVulgaris_02","14.159821","14.159821","48.597633","24.519232"
"plant_flower_LinariaVulgaris_03","17.600815","17.578281","50.820057","26.432144"
"plant_flower_Lobelia_01","21.254343","23.543671","18.680099","12.914269"
"plant_flower_Lobelia_02","32.216969","30.676107","30.526073","19.049034"
"plant_flower_Lobelia_03","32.155537","30.736946","24.092171","18.87664"
"plant_flower_Lobelia_04","37.673241","31.348873","30.140282","20.497259"
"plant_flower_LoliumPerenne_01","25.787277","28.6875","17.240606","15.403917"
"plant_flower_LoliumPerenne_02","44.730331","55.83683","15.927087","29.613495"
"plant_flower_Lupinus_01","41.436855","33.48333","107.886536","54.804482"
"plant_flower_Lupinus_02","41.220306","37.28915","107.240631","53.693462"
"plant_flower_Lupinus_03","50.109467","56.132294","106.778419","53.984924"
"plant_flower_Lupinus_04","50.109467","56.132294","106.778419","53.984924"
"plant_flower_Lupinus_05","90.969345","92.804741","106.943596","58.584812"
"plant_flower_LythrumSalicaria_01","21.951221","23.320459","69.356949","35.821804"
"plant_flower_LythrumSalicaria_02","29.45871","29.540628","72.258728","37.053925"
"plant_flower_Matthiola_01","22.395588","20.450415","40.959831","20.637714"
"plant_flower_Matthiola_02","18.178036","18.107956","41.057625","21.604654"
"plant_flower_Matthiola_03","15.921944","16.683271","39.056664","20.00457"
"plant_flower_Melilotus_01","72.667694","59.505432","99.76931","56.703255"
"plant_flower_MenthaAquatica_01","21.063995","17.301132","55.625828","28.698608"
"plant_flower_MenthaAquatica_02","14.151031","13.376386","58.223087","29.403629"
"plant_flower_Muskari_01","15.857466","10.701933","20.257271","10.734512"
"plant_flower_Muskari_02","8.072461","6.003392","19.796759","10.269225"
"plant_flower_Muskari_03","20.714275","23.545929","20.297049","14.312164"
"plant_flower_Myosotis_01","17.45433","12.527787","33.31324","17.691278"
"plant_flower_Myosotis_02","13.798338","13.905712","33.208443","17.332275"
"plant_flower_Myosotis_03","10.43786","11.299414","33.475163","16.840851"
"plant_flower_Myosotis_04","10.113301","10.065918","33.749352","17.06805"
"plant_flower_Narcissus_01","22.814949","18.61039","34.030251","19.01812"
"plant_flower_Narcissus_02","15.997581","19.370125","38.115097","19.519909"
"plant_flower_Narcissus_03","13.249924","15.219594","37.69252","19.019836"
"plant_flower_Narcissus_04","17.904545","12.711388","39.11269","20.420538"
"plant_flower_Narcissus_05","16.457092","15.942017","35.469597","18.059565"
"plant_flower_Narcissus_06","13.743744","13.190641","41.778973","21.533998"
"plant_flower_Narcissus_07","17.462242","16.808462","41.414932","20.916176"
"plant_flower_Narcissus_08","21.652924","15.829533","35.125298","17.716642"
"plant_flower_Narcissus_09","11.360382","12.450928","34.269344","17.385683"
"plant_flower_Nicotiana_01","52.9254","39.181374","84.315468","49.906128"
"plant_flower_Nicotiana_02","55.54195","52.170696","87.744789","51.973095"
"plant_flower_Nicotiana_03","52.304375","49.853123","88.829269","50.125263"
"plant_flower_Nicotiana_04","58.307861","49.083893","83.858955","50.622559"
"plant_flower_Oxalis_01","52.442837","47.330662","34.360523","28.37578"
"plant_flower_Oxalis_02","49.681198","52.583076","34.425266","28.331232"
"plant_flower_OxalisCorniculata_01","22.540775","17.224628","17.170803","14.380173"
"plant_flower_OxalisCorniculata_02","17.4144","17.662964","11.276823","9.951419"
"plant_flower_OxalisCorniculata_03","24.816671","17.495451","17.148918","15.083737"
"plant_flower_PapaverBud_11","36.78154","34.476784","79.547897","43.571121"
"plant_flower_PapaverBud_12","52.076866","33.604073","80.286751","42.009731"
"plant_flower_PapaverNudicaleBud_01","21.619848","22.178839","27.789469","17.101448"
"plant_flower_PapaverNudicaleBud_02","22.575296","23.888309","35.476398","19.807634"
"plant_flower_PapaverNudicaleBud_03","21.724529","24.655704","25.501266","16.343212"
"plant_flower_PapaverNudicaleBud_04","24.58111","25.716206","35.067009","20.18227"
"plant_flower_PapaverNudicale_01","27.473598","22.300531","37.694065","21.090115"
"plant_flower_PapaverNudicale_02","25.294556","26.740219","36.662685","21.147051"
"plant_flower_PapaverNudicale_03","21.336491","26.740221","29.891056","18.523941"
"plant_flower_PapaverNudicale_04","24.84494","26.278812","34.119576","20.250151"
"plant_flower_PapaverNudicale_05","25.977577","28.141201","27.351233","18.249157"
"plant_flower_PapaverNudicale_06","21.439774","25.841627","38.263325","22.415798"
"plant_flower_PapaverNudicale_07","22.939831","27.518446","36.848564","21.079058"
"plant_flower_PapaverNudicale_08","24.321209","20.175381","34.86219","19.727909"
"plant_flower_PapaverNudicale_09","25.961342","25.531113","28.610598","18.317654"
"plant_flower_Papaver_01","43.239403","40.511551","86.458725","50.565445"
"plant_flower_Papaver_02","33.924919","53.067368","82.86853","44.47773"
"plant_flower_Papaver_03","35.349083","40.837723","90.923393","45.949463"
"plant_flower_Papaver_04","26.274643","53.879959","86.739159","43.581757"
"plant_flower_Papaver_05","42.343689","54.466949","88.50975","45.516354"
"plant_flower_Papaver_06","54.368805","27.487854","81.835907","42.942051"
"plant_flower_Papaver_07","49.432018","44.486","89.632523","53.092503"
"plant_flower_Papaver_08","52.043907","33.920654","78.16011","40.918827"
"plant_flower_Papaver_09","52.182056","30.971909","91.325775","45.927391"
"plant_flower_Papaver_10","41.614639","53.360207","78.563484","40.109791"
"plant_flower_Pelargonium_01","41.293007","43.179127","52.332642","26.253277"
"plant_flower_Pelargonium_02","41.383812","41.445484","52.479141","26.290308"
"plant_flower_Pelargonium_03","43.092621","40.410843","53.272141","26.663084"
"plant_flower_PersicariaLapathifolia_01","44.940693","45.413235","46.910645","32.775299"
"plant_flower_Petunia_10","14.998594","18.3456","32.887733","17.943222"
"plant_flower_Petunia_11","15.858872","17.962385","31.326324","17.399971"
"plant_flower_Petunia_12","18.027336","18.43067","33.128292","16.90667"
"plant_flower_Petunia_13","17.160206","18.493317","33.381454","16.824142"
"plant_flower_Petunia_14","14.998594","18.3456","32.887733","17.943222"
"plant_flower_Petunia_15","15.858872","17.962385","31.326324","17.399971"
"plant_flower_Petunia_16","18.027336","18.43067","33.128292","16.90667"
"plant_flower_Petunia_17","17.160206","18.493317","33.381454","16.824142"
"plant_flower_Petunia_18","14.998594","18.3456","32.887733","17.943222"
"plant_flower_Petunia_19","15.858872","17.962385","31.326324","17.399971"
"plant_flower_Petunia_20","18.027336","18.43067","33.128292","16.90667"
"plant_flower_Petunia_21","17.160206","18.493317","33.381454","16.824142"
"plant_flower_Petunia_01","15.858872","17.962385","31.326324","17.399971"
"plant_flower_Petunia_02","18.027336","18.43067","33.128292","16.90667"
"plant_flower_Petunia_03","17.160206","18.493317","33.381454","16.824142"
"plant_flower_Petunia_04","14.998594","18.3456","32.887733","17.943222"
"plant_flower_Petunia_05","14.667814","16.022434","21.919918","13.186197"
"plant_flower_Petunia_06","16.821812","17.111553","20.89426","12.868544"
"plant_flower_Petunia_07","15.858872","17.962385","31.326324","17.399971"
"plant_flower_Petunia_08","18.027336","18.43067","33.128292","16.90667"
"plant_flower_Petunia_09","17.160206","18.493317","33.381454","16.824142"
"plant_flower_PhleumPratense_01","34.809357","45.334309","77.107162","44.409634"
"plant_flower_PhleumPratense_02","55.643173","58.324959","72.23317","43.700356"
"plant_flower_PhleumPratense_03","113.316177","126.032738","95.301163","70.944572"
"plant_flower_Phlox_01","23.184523","27.782269","102.960274","52.592567"
"plant_flower_Phlox_02","31.58918","24.288355","109.647507","55.704365"
"plant_flower_Phlox_03","31.602209","34.831661","100.831383","52.852444"
"plant_flower_Phlox_04","32.661217","31.09704","107.039413","55.255371"
"plant_flower_Phlox_05","22.537024","22.034256","107.232803","53.67374"
"plant_flower_Phlox_06","29.34458","25.297207","110.773788","56.253857"
"plant_flower_Phlox_07","27.142385","26.484423","103.364098","52.536156"
"plant_flower_Phlox_08","26.233967","31.605152","108.405815","55.42244"
"plant_flower_Plantago_01","17.061089","16.817596","22.67411","14.807065"
"plant_flower_Plantago_02","13.433898","14.565139","23.222261","14.138693"
"plant_flower_Plantago_03","17.554878","18.019539","21.378347","13.79147"
"plant_flower_PolemoniumCaeruleum_01","21.112612","21.11261","64.222076","33.802242"
"plant_flower_PolemoniumCaeruleum_02","17.246059","24.351768","66.915581","33.586662"
"plant_flower_PolemoniumCaeruleum_03","19.611118","19.653339","65.0","33.2379"
"plant_flower_PolygonumHydropiper_01","25.34021","23.254372","59.509064","31.458645"
"plant_flower_PolygonumHydropiper_02","36.610928","42.959732","57.933624","31.585745"
"plant_flower_PotentillaAnserina_01","18.704906","24.097866","9.756558","12.309864"
"plant_flower_PotentillaAnserina_02","22.563639","23.935596","9.500942","12.345749"
"plant_flower_PotentillaAnserina_03","21.800365","23.624063","10.415631","13.426416"
"plant_flower_PotentillaAnserina_04","18.704906","24.097866","7.46759","12.196047"
"plant_flower_PotentillaAnserina_05","21.800365","23.624063","9.003857","13.211941"
"plant_flower_PotentillaArgentea_01","26.867018","26.771948","45.673805","24.564056"
"plant_flower_PotentillaArgentea_02","14.017385","12.944561","43.647682","22.642595"
"plant_flower_PrunellaVulgaris_01","6.097695","7.318329","13.555481","6.964565"
"plant_flower_PrunellaVulgaris_02","5.937891","5.513896","14.500565","7.431231"
"plant_flower_PrunellaVulgaris_03","7.673088","7.728923","15.449586","9.093745"
"plant_flower_PrunellaVulgaris_04","3.790821","3.652143","11.721054","6.138797"
"plant_flower_Pulmonaria_01","21.233927","21.411095","34.084068","19.895826"
"plant_flower_Pulmonaria_02","16.324621","12.764797","33.50058","17.030056"
"plant_flower_Pulmonaria_03","21.617208","21.34621","33.175861","17.392607"
"plant_flower_Pulmonaria_04","14.82073","15.459768","32.849442","16.746469"
"plant_flower_Pyrethum_01","31.01679","26.631435","72.206352","37.147659"
"plant_flower_Pyrethum_02","26.667738","24.662495","64.295143","32.909599"
"plant_flower_Pyrethum_03","25.207548","25.938549","63.598488","31.843479"
"plant_flower_Pyrethum_04","28.299017","25.87072","66.537354","33.475876"
"plant_flower_Pyrethum_05","26.592983","23.486904","68.254364","34.337204"
"plant_flower_Pyrethum_06","25.258051","25.265068","71.379776","36.459457"
"plant_flower_Pyrethum_07","24.073357","25.569624","66.608566","33.374111"
"plant_flower_Pyrethum_08","27.091888","27.939287","71.640678","36.034382"
"plant_flower_Pyrethum_09","26.53364","27.086826","68.969292","34.527122"
"plant_flower_PyrolaRotundifolia_01","11.842774","12.66077","20.290949","11.247629"
"plant_flower_PyrolaRotundifolia_02","13.863651","12.275874","19.452971","11.606964"
"plant_flower_PyrolaRotundifolia_03","11.910515","11.963544","20.28274","11.181254"
"plant_flower_Ranunculus_01","35.852127","32.759659","48.064201","27.12195"
"plant_flower_Ranunculus_02","29.24374","28.980238","44.55405","23.079071"
"plant_flower_Ranunculus_03","38.694389","38.694389","44.312302","25.335295"
"plant_flower_RosaAlba_01","136.981522","116.288818","115.444633","80.737152"
"plant_flower_RosaAlba_02","125.760376","113.903954","123.072807","76.82016"
"plant_flower_RosaRugosa_01","219.429199","214.29184","162.659546","133.349686"
"plant_flower_RosaRugosa_02","238.119095","207.95697","155.902496","131.06813"
"plant_flower_RosaRugosa_03","206.097748","202.99205","155.804276","115.040901"
"plant_flower_RudbeckiaLaciniata_01","55.591934","45.337883","151.988297","77.137741"
"plant_flower_RudbeckiaLaciniata_02","51.087006","49.974495","152.196609","76.941719"
"plant_flower_Salvia_01","17.021572","16.118666","35.541042","21.189661"
"plant_flower_Salvia_02","21.371513","18.531572","34.60762","21.771521"
"plant_flower_Salvia_03","18.066599","19.619806","34.31089","19.032804"
"plant_flower_Salvia_04","18.066597","19.619806","33.697495","18.772404"
"plant_flower_Salvia_05","21.241491","17.971367","33.028542","19.227772"
"plant_flower_Salvia_06","18.066601","19.619808","35.544247","19.560448"
"plant_flower_Salvia_07","16.603302","20.414116","34.461517","19.16209"
"plant_flower_Scilla_01","24.069029","24.57357","18.112425","14.898543"
"plant_flower_Scilla_02","21.127148","25.396402","19.174686","15.373044"
"plant_flower_Scilla_03","23.433243","21.778034","18.65469","15.788712"
"plant_flower_Scilla_04","19.940323","21.778679","18.366938","13.165799"
"plant_flower_Sedum_01","3.202555","3.797454","4.812578","2.843484"
"plant_flower_Sedum_02","4.185349","3.834908","4.382676","2.822265"
"plant_flower_Serratula_01","37.950752","39.671738","108.466904","54.387581"
"plant_flower_Serratula_02","35.528053","35.679234","107.904388","54.144272"
"plant_flower_SinapisArvensis_01","31.040665","34.001846","44.0","26.45437"
"plant_flower_SinapisArvensis_02","32.681732","30.880821","41.492317","26.538937"
"plant_flower_SinapisArvensis_03","29.783886","34.132889","41.560104","23.296986"
"plant_flower_SonchusArvensis_01","49.117363","44.98484","75.901016","47.133179"
"plant_flower_SonchusArvensis_02","51.846542","44.308521","80.357498","44.766544"
"plant_flower_SonchusArvensis_03","48.079762","44.687752","80.12825","48.810963"
"plant_flower_SonchusArvensis_04","47.897705","40.243324","77.257362","44.092049"
"plant_flower_Spiraea_01","239.004456","219.221313","134.022247","121.996834"
"plant_flower_Spiraea_02","195.226669","187.411011","134.015854","104.738396"
"plant_flower_Spiraea_03","195.530701","201.790985","134.014465","109.248482"
"plant_flower_Stromanthe_01","46.541451","48.022141","28.396214","28.512634"
"plant_flower_Stromanthe_02","64.96859","59.330898","29.11137","33.160271"
"plant_flower_Stromanthe_03","54.149906","53.249161","27.706009","28.517199"
"plant_flower_Stromanthe_04","53.021637","46.418686","30.424168","27.733168"
"plant_flower_Stromanthe_05","48.849266","50.283325","25.711052","26.895332"
"plant_flower_Stromanthe_06","51.656796","54.206268","28.716581","29.498386"
"plant_flower_Tagetes_10","16.594444","16.518169","24.243828","12.358865"
"plant_flower_Tagetes_11","16.021763","16.896019","23.776796","12.27367"
"plant_flower_Tagetes_12","16.421787","16.757027","23.503731","11.794259"
"plant_flower_Tagetes_13","16.594444","16.518169","24.243828","12.358865"
"plant_flower_Tagetes_14","16.021763","16.896019","23.776796","12.27367"
"plant_flower_Tagetes_01","15.284286","13.881472","23.526512","11.877729"
"plant_flower_Tagetes_02","16.421787","16.757027","23.503731","11.794259"
"plant_flower_Tagetes_03","16.594444","16.518169","24.243828","12.358865"
"plant_flower_Tagetes_04","16.021763","16.896019","23.776796","12.27367"
"plant_flower_Tagetes_05","15.284286","13.881472","23.526512","11.877729"
"plant_flower_Tagetes_06","16.421787","16.757027","23.503731","11.794259"
"plant_flower_Tagetes_07","16.594444","16.518169","24.243828","12.358865"
"plant_flower_Tagetes_08","16.021763","16.896019","23.776796","12.27367"
"plant_flower_Tagetes_09","16.421787","16.757027","23.503731","11.794259"
"plant_flower_TanacetumVulgare_01","29.813501","33.877319","100.0","51.046822"
"plant_flower_TanacetumVulgare_02","20.634211","20.224045","100.0","50.972961"
"plant_flower_Taraxacum_01","38.714073","42.964336","38.049328","24.863743"
"plant_flower_Taraxacum_02","40.967941","38.711838","37.956615","24.516706"
"plant_flower_Taraxacum_03","38.471214","41.821766","37.675243","29.54212"
"plant_flower_Taraxacum_04","43.276497","42.238594","37.55933","32.403599"
"plant_flower_Taraxacum_05","52.22303","49.256321","39.097725","32.157703"
"plant_flower_Taraxacum_06","47.789169","38.867062","39.84034","30.361481"
"plant_flower_Taraxacum_07","31.620071","40.178207","39.806187","27.095413"
"plant_flower_ThlaspiArvense_01","15.78851","14.355469","34.298759","17.442465"
