---,Name,Description,category,isLoop,Cue,fadeInRate,fadeOutRate
Min_Slow_Ascent_Ambient_Full,"Min_Slow_Ascent_Ambient_Full","Min slow ascent ambient full (3588)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Frozen_Worlds/Slow_Ascent_Ambient_Full_Cue.Slow_Ascent_Ambient_Full_Cue'","0.000000","0.000000"
Min_Slow_Ascent_Ambient_Loop,"Min_Slow_Ascent_Ambient_Loop","Min slow ascent ambient loop (3628)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Frozen_Worlds/Slow_Ascent_Ambient_Loop_Cue.Slow_Ascent_Ambient_Loop_Cue'","0.000000","0.000000"
Min_Slow_Ascent_Main_Full,"Min_Slow_Ascent_Main_Full","Min slow ascent main full (3564)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Frozen_Worlds/Slow_Ascent_Main_Full_Cue.Slow_Ascent_Main_Full_Cue'","0.000000","0.000000"
Min_Slow_Ascent_Main_Loop,"Min_Slow_Ascent_Main_Loop","Min slow ascent main loop (3604)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Frozen_Worlds/Slow_Ascent_Main_Loop_Cue.Slow_Ascent_Main_Loop_Cue'","0.000000","0.000000"
Min_Tundra_Ambient_Full,"Min_Tundra_Ambient_Full","Min tundra ambient full (3548)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Frozen_Worlds/Tundra_Ambient_Full_Cue.Tundra_Ambient_Full_Cue'","0.000000","0.000000"
Min_Tundra_Ambient_Loop,"Min_Tundra_Ambient_Loop","Min tundra ambient loop (3588)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Frozen_Worlds/Tundra_Ambient_Loop_Cue.Tundra_Ambient_Loop_Cue'","0.000000","0.000000"
Min_Tundra_Dungeon_Loopable,"Min_Tundra_Dungeon_Loopable","Min tundra dungeon loopable (3620)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Frozen_Worlds/Tundra_Dungeon_Loopable_Cue.Tundra_Dungeon_Loopable_Cue'","0.000000","0.000000"
Min_Tundra_Main_Full,"Min_Tundra_Main_Full","Min tundra main full (3524)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Frozen_Worlds/Tundra_Main_Full_Cue.Tundra_Main_Full_Cue'","0.000000","0.000000"
Min_Tundra_Main_Loop,"Min_Tundra_Main_Loop","Min tundra main loop (3564)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Frozen_Worlds/Tundra_Main_Loop_Cue.Tundra_Main_Loop_Cue'","0.000000","0.000000"
Min_Tundra_Melodic_Full,"Min_Tundra_Melodic_Full","Min tundra melodic full (3548)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Frozen_Worlds/Tundra_Melodic_Full_Cue.Tundra_Melodic_Full_Cue'","0.000000","0.000000"
Min_Tundra_Melodic_Loop,"Min_Tundra_Melodic_Loop","Min tundra melodic loop (3588)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Frozen_Worlds/Tundra_Melodic_Loop_Cue.Tundra_Melodic_Loop_Cue'","0.000000","0.000000"
Min_Night_Sky_Loopable,"Min_Night_Sky_Loopable","Min night sky loopable (3583)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Night_Ambience/Night_Sky_Loopable_Cue.Night_Sky_Loopable_Cue'","0.000000","0.000000"
Min_Polar_Night_Full,"Min_Polar_Night_Full","Min polar night full (3527)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Night_Ambience/Polar_Night_Full_Cue.Polar_Night_Full_Cue'","0.000000","0.000000"
Min_Polar_Night_Loop,"Min_Polar_Night_Loop","Min polar night loop (3567)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Night_Ambience/Polar_Night_Loop_Cue.Polar_Night_Loop_Cue'","0.000000","0.000000"
Min_Starlit_Sky_Loopable,"Min_Starlit_Sky_Loopable","Min starlit sky loopable (3599)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Night_Ambience/Starlit_Sky_Loopable_Cue.Starlit_Sky_Loopable_Cue'","0.000000","0.000000"
Min_Empty_Horizon_Full,"Min_Empty_Horizon_Full","Min empty horizon full (3546)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Open_Landscapes/Empty_Horizon_Full_Cue.Empty_Horizon_Full_Cue'","0.000000","0.000000"
Min_Empty_Horizon_Loop,"Min_Empty_Horizon_Loop","Min empty horizon loop (3586)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Open_Landscapes/Empty_Horizon_Loop_Cue.Empty_Horizon_Loop_Cue'","0.000000","0.000000"
Min_Frontier_Main_Full,"Min_Frontier_Main_Full","Min frontier main full (3546)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Open_Landscapes/Frontier_Main_Full_Cue.Frontier_Main_Full_Cue'","0.000000","0.000000"
Min_Frontier_Main_Loop,"Min_Frontier_Main_Loop","Min frontier main loop (3586)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Open_Landscapes/Frontier_Main_Loop_Cue.Frontier_Main_Loop_Cue'","0.000000","0.000000"
Min_Frontier_Minimal_Full,"Min_Frontier_Minimal_Full","Min frontier minimal full (3570)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Open_Landscapes/Frontier_Minimal_Full_Cue.Frontier_Minimal_Full_Cue'","0.000000","0.000000"
Min_Frontier_Minimal_Loop,"Min_Frontier_Minimal_Loop","Min frontier minimal loop (3610)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Open_Landscapes/Frontier_Minimal_Loop_Cue.Frontier_Minimal_Loop_Cue'","0.000000","0.000000"
Min_Morning_Ambience_Full,"Min_Morning_Ambience_Full","Min morning ambience full (3570)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Open_Landscapes/Morning_Ambience_Full_Cue.Morning_Ambience_Full_Cue'","0.000000","0.000000"
Min_Morning_Ambience_Loop,"Min_Morning_Ambience_Loop","Min morning ambience loop (3610)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Open_Landscapes/Morning_Ambience_Loop_Cue.Morning_Ambience_Loop_Cue'","0.000000","0.000000"
Min_Open_World_Full,"Min_Open_World_Full","Min open world full (3522)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Open_Landscapes/Open_World_Full_Cue.Open_World_Full_Cue'","0.000000","0.000000"
Min_Open_World_Loop,"Min_Open_World_Loop","Min open world loop (3562)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Open_Landscapes/Open_World_Loop_Cue.Open_World_Loop_Cue'","0.000000","0.000000"
Min_Piano_Ambience_Full,"Min_Piano_Ambience_Full","Min piano ambience full (3554)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Open_Landscapes/Piano_Ambience_Full_Cue.Piano_Ambience_Full_Cue'","0.000000","0.000000"
Min_Spring_Ambience_Main_Full,"Min_Spring_Ambience_Main_Full","Min spring ambience main full (3602)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Open_Landscapes/Spring_Ambience_Main_Full_Cue.Spring_Ambience_Main_Full_Cue'","0.000000","0.000000"
Min_Spring_Ambience_Main_Loop,"Min_Spring_Ambience_Main_Loop","Min spring ambience main loop (3642)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Open_Landscapes/Spring_Ambience_Main_Loop_Cue.Spring_Ambience_Main_Loop_Cue'","0.000000","0.000000"
Min_Spring_Ambience_Minimal_Loopable,"Min_Spring_Ambience_Minimal_Loopable","Min spring ambience minimal loopable (3698)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Open_Landscapes/Spring_Ambience_Minimal_Loopable_Cue.Spring_Ambience_Minimal_Loopable_Cue'","0.000000","0.000000"
Min_Homestead_Main_Loopable,"Min_Homestead_Main_Loopable","Min homestead main loopable (3614)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Settlements/Homestead_Main_Loopable_Cue.Homestead_Main_Loopable_Cue'","0.000000","0.000000"
Min_Homestead_Piano_Loopable,"Min_Homestead_Piano_Loopable","Min homestead piano loopable (3622)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Settlements/Homestead_Piano_Loopable_Cue.Homestead_Piano_Loopable_Cue'","0.000000","0.000000"
Min_Medieval_Hamlet_Intro_1,"Min_Medieval_Hamlet_Intro_1","Min medieval hamlet intro 1 (3573)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Settlements/Medieval_Hamlet_Intro_1_Cue.Medieval_Hamlet_Intro_1_Cue'","0.000000","0.000000"
Min_Medieval_Hamlet_Intro_2,"Min_Medieval_Hamlet_Intro_2","Min medieval hamlet intro 2 (3573)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Settlements/Medieval_Hamlet_Intro_2_Cue.Medieval_Hamlet_Intro_2_Cue'","0.000000","0.000000"
Min_Medieval_Town_Loopable,"Min_Medieval_Town_Loopable","Min medieval town loopable (3606)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Settlements/Medieval_Town_Loopable_Cue.Medieval_Town_Loopable_Cue'","0.000000","0.000000"
Min_Bandit_Hideout_Full,"Min_Bandit_Hideout_Full","Min bandit hideout full (3542)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Underground/Bandit_Hideout_Full_Cue.Bandit_Hideout_Full_Cue'","0.000000","0.000000"
Min_Bandit_Hideout_Loop,"Min_Bandit_Hideout_Loop","Min bandit hideout loop (3582)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Underground/Bandit_Hideout_Loop_Cue.Bandit_Hideout_Loop_Cue'","0.000000","0.000000"
Min_Crypt_Full,"Min_Crypt_Full","Min crypt full (3470)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Underground/Crypt_Full_Cue.Crypt_Full_Cue'","0.000000","0.000000"
Min_Crypt_Loop,"Min_Crypt_Loop","Min crypt loop (3510)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Underground/Crypt_Loop_Cue.Crypt_Loop_Cue'","0.000000","0.000000"
Min_Dark_Catacombs_Ambient_Full,"Min_Dark_Catacombs_Ambient_Full","Min dark catacombs ambient full (3605)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Underground/Dark_Catacombs_Ambient_Full_Cue.Dark_Catacombs_Ambient_Full_Cue'","0.000000","0.000000"
Min_Dark_Catacombs_Ambient_Loop_1,"Min_Dark_Catacombs_Ambient_Loop_1","Min dark catacombs ambient loop 1 (3662)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Underground/Dark_Catacombs_Ambient_Loop_1_Cue.Dark_Catacombs_Ambient_Loop_1_Cue'","0.000000","0.000000"
Min_Dark_Catacombs_Ambient_Loop_2,"Min_Dark_Catacombs_Ambient_Loop_2","Min dark catacombs ambient loop 2 (3662)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Underground/Dark_Catacombs_Ambient_Loop_2_Cue.Dark_Catacombs_Ambient_Loop_2_Cue'","0.000000","0.000000"
Min_Dark_Catacombs_Main_Full,"Min_Dark_Catacombs_Main_Full","Min dark catacombs main full (3581)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Underground/Dark_Catacombs_Main_Full_Cue.Dark_Catacombs_Main_Full_Cue'","0.000000","0.000000"
Min_Dark_Catacombs_Main_Loop,"Min_Dark_Catacombs_Main_Loop","Min dark catacombs main loop (3622)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Underground/Dark_Catacombs_Main_Loop_Cue.Dark_Catacombs_Main_Loop_Cue'","0.000000","0.000000"
Min_Mysterious_Catacombs_Full,"Min_Mysterious_Catacombs_Full","Min mysterious catacombs full (3590)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Underground/Mysterious_Catacombs_Full_Cue.Mysterious_Catacombs_Full_Cue'","0.000000","0.000000"
Min_Mysterious_Catacombs_Loop,"Min_Mysterious_Catacombs_Loop","Min mysterious catacombs loop (3630)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Underground/Mysterious_Catacombs_Loop_Cue.Mysterious_Catacombs_Loop_Cue'","0.000000","0.000000"
Min_Sacred_Catacombs_Full,"Min_Sacred_Catacombs_Full","Min sacred catacombs full (3558)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Underground/Sacred_Catacombs_Full_Cue.Sacred_Catacombs_Full_Cue'","0.000000","0.000000"
Min_Sacred_Catacombs_Loop,"Min_Sacred_Catacombs_Loop","Min sacred catacombs loop (3598)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Underground/Sacred_Catacombs_Loop_Cue.Sacred_Catacombs_Loop_Cue'","0.000000","0.000000"
Min_Shadow_Ambience_Loop,"Min_Shadow_Ambience_Loop","Min shadow ambience loop (3590)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Underground/Shadow_Ambience_Loop_Cue.Shadow_Ambience_Loop_Cue'","0.000000","0.000000"
Min_Underworld_Full,"Min_Underworld_Full","Min underworld full (3510)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Underground/Underworld_Full_Cue.Underworld_Full_Cue'","0.000000","0.000000"
Min_Unholy_Ambience_Loopable,"Min_Unholy_Ambience_Loopable","Min unholy ambience loopable (3622)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Underground/Unholy_Ambience_Loopable_Cue.Unholy_Ambience_Loopable_Cue'","0.000000","0.000000"
Min_Endless_Forest_Full,"Min_Endless_Forest_Full","Min endless forest full (3536)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Woodlands/Endless_Forest_Full_Cue.Endless_Forest_Full_Cue'","0.000000","0.000000"
Min_Endless_Forest_Loop,"Min_Endless_Forest_Loop","Min endless forest loop (3576)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Woodlands/Endless_Forest_Loop_Cue.Endless_Forest_Loop_Cue'","0.000000","0.000000"
Min_Forest_Glade_Full,"Min_Forest_Glade_Full","Min forest glade full (3520)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Woodlands/Forest_Glade_Full_Cue.Forest_Glade_Full_Cue'","0.000000","0.000000"
Min_Forest_Glade_Loop,"Min_Forest_Glade_Loop","Min forest glade loop (3560)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Woodlands/Forest_Glade_Loop_Cue.Forest_Glade_Loop_Cue'","0.000000","0.000000"
Min_Grasslands_Full,"Min_Grasslands_Full","Min grasslands full (3504)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Woodlands/Grasslands_Full_Cue.Grasslands_Full_Cue'","0.000000","0.000000"
Min_Grasslands_Intro,"Min_Grasslands_Intro","Min grasslands intro (3511)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Woodlands/Grasslands_Intro_Cue.Grasslands_Intro_Cue'","0.000000","0.000000"
Min_Grasslands_Loop,"Min_Grasslands_Loop","Min grasslands loop (3544)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Woodlands/Grasslands_Loop_Cue.Grasslands_Loop_Cue'","0.000000","0.000000"
Min_Meadow_Full,"Min_Meadow_Full","Min meadow full (3472)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Woodlands/Meadow_Full_Cue.Meadow_Full_Cue'","0.000000","0.000000"
Min_Meadow_Loop,"Min_Meadow_Loop","Min meadow loop (3512)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Woodlands/Meadow_Loop_Cue.Meadow_Loop_Cue'","0.000000","0.000000"
Min_Wetlands_Full,"Min_Wetlands_Full","Min wetlands full (3488)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Woodlands/Wetlands_Full_Cue.Wetlands_Full_Cue'","0.000000","0.000000"
Min_Wetlands_Loop,"Min_Wetlands_Loop","Min wetlands loop (3528)","music","True","SoundCue'/Game/Minimal_Orchestral/Cues/Woodlands/Wetlands_Loop_Cue.Wetlands_Loop_Cue'","0.000000","0.000000"
bird_owl1,"bird_owl1","Owl Hooting","animal","False","SoundCue'/Game/_DJM/sounds/animals/558396__gerent__owl-hooting-000102-0145s3-002-070-000-002-068-074_Cue.558396__gerent__owl-hooting-000102-0145s3-002-070-000-002-068-074_Cue'","0.000000","0.000000"
bird_owl2,"bird_owl2","Owl Hooting","animal","False","SoundCue'/Game/_DJM/sounds/animals/116663__benboncan__a-parliament-of-tawny-owls_Cue.116663__benboncan__a-parliament-of-tawny-owls_Cue'","0.000000","0.000000"
bird_owl3,"bird_owl3","Owl Hooting","animal","False","SoundCue'/Game/_DJM/sounds/animals/400147__ichbinchrist__eurasian-eagle-owl-bird-animal-forest_Cue.400147__ichbinchrist__eurasian-eagle-owl-bird-animal-forest_Cue'","0.000000","0.000000"
bird_owl4,"bird_owl4","Owl Hooting","animal","False","SoundCue'/Game/_DJM/sounds/animals/63220__benboncan__owls_Cue.63220__benboncan__owls_Cue'","0.000000","0.000000"
bird_owl5,"bird_owl5","Owl Hooting","animal","False","SoundCue'/Game/_DJM/sounds/animals/63842__benboncan__tawny-owls_Cue.63842__benboncan__tawny-owls_Cue'","0.000000","0.000000"
bird_owl6,"bird_owl6","Owl Hooting","animal","False","SoundCue'/Game/_DJM/sounds/animals/64544__benboncan__tawny-owls-2_Cue.64544__benboncan__tawny-owls-2_Cue'","0.000000","0.000000"
bird_owl7,"bird_owl7","Owl Hooting","animal","False","SoundCue'/Game/_DJM/sounds/animals/78514__benboncan__tawny-owls-4_Cue.78514__benboncan__tawny-owls-4_Cue'","0.000000","0.000000"
bird_owl8,"bird_owl8","Owl Hooting","animal","False","SoundCue'/Game/_DJM/sounds/animals/558396__gerent__owl-hooting-000102-0145s3-002-070-000-002-068-074_Cue.558396__gerent__owl-hooting-000102-0145s3-002-070-000-002-068-074_Cue'","0.000000","0.000000"
pickup_berry,"pickup_berry","Pickup Berry","pickup","False","SoundCue'/Game/_DJM/sounds/SFB_Audio/SoundCues/S_LeatherMovement_3_Cue.S_LeatherMovement_3_Cue'","0.000000","0.000000"
animal_cricket1,"animal_cricket1","Cricket Chirping","animal","False","SoundCue'/Game/_DJM/sounds/animals/crickets/cricket_ambient_defelozedd_Cue.cricket_ambient_defelozedd_Cue'","0.000000","0.000000"
animal_cricket2,"animal_cricket2","Cricket Chirping","animal","False","SoundCue'/Game/_DJM/sounds/animals/crickets/cricket_clean_funkapache_Cue.cricket_clean_funkapache_Cue'","0.000000","0.000000"
animal_cricket3,"animal_cricket3","Cricket Chirping","animal","False","SoundCue'/Game/_DJM/sounds/animals/crickets/cricket_close_felix_Cue.cricket_close_felix_Cue'","0.000000","0.000000"
animal_cricket4,"animal_cricket4","Cricket Chirping","animal","False","SoundCue'/Game/_DJM/sounds/animals/crickets/cricket_looped_lunevix_Cue.cricket_looped_lunevix_Cue'","0.000000","0.000000"
animal_frog01,"animal_frog01","Frog Croaking","animal","True","SoundCue'/Game/_DJM/sounds/animals/frogs/animal_frog_ambience1_Cue.animal_frog_ambience1_Cue'","0.000000","0.000000"
animal_frog02,"animal_frog02","Frog Croaking","animal","True","SoundCue'/Game/_DJM/sounds/animals/frogs/animal_frog_multicroak1_Cue.animal_frog_multicroak1_Cue'","0.000000","0.000000"
animal_frog03,"animal_frog03","Frog Croaking","animal","True","SoundCue'/Game/_DJM/sounds/animals/frogs/animal_frog_multicroak2_Cue.animal_frog_multicroak2_Cue'","0.000000","0.000000"
animal_frog04,"animal_frog04","Frog Croaking","animal","True","SoundCue'/Game/_DJM/sounds/animals/frogs/animal_frog_multicroak3_Cue.animal_frog_multicroak3_Cue'","0.000000","0.000000"
animal_frog05,"animal_frog05","Frog Croaking","animal","True","SoundCue'/Game/_DJM/sounds/animals/frogs/animal_frog_ribbit1_Cue.animal_frog_ribbit1_Cue'","0.000000","0.000000"
animal_frog06,"animal_frog06","Frog Croaking","animal","True","SoundCue'/Game/_DJM/sounds/animals/frogs/animal_frog_short1_Cue.animal_frog_short1_Cue'","0.000000","0.000000"
animal_frog07,"animal_frog07","Frog Croaking","animal","True","SoundCue'/Game/_DJM/sounds/animals/frogs/animal_frog_short2_oink_Cue.animal_frog_short2_oink_Cue'","0.000000","0.000000"
animal_frog08,"animal_frog08","Frog Croaking","animal","True","SoundCue'/Game/_DJM/sounds/animals/frogs/animal_frog_short3_Cue.animal_frog_short3_Cue'","0.000000","0.000000"
